Subj,Ratings,ColorID,BodyNum,ShapeStr,ShapeC,Warmness,WarmnessC
19,0.5025,H,2,Pointy,-0.5,3,0
19,0.4955,G,2,Pointy,-0.5,2,-1
19,0.523,C,2,Pointy,-0.5,1,-2
19,0.466,B,2,Pointy,-0.5,2,-1
19,0.5295,P,2,Pointy,-0.5,3,0
20,0.709,R,2,Pointy,-0.5,4,1
20,0.619,O,2,Pointy,-0.5,5,2
20,0.9475,Y,2,Pointy,-0.5,4,1
20,0.407,H,2,Pointy,-0.5,3,0
20,0.367,G,2,Pointy,-0.5,2,-1
20,0.336,C,2,Pointy,-0.5,1,-2
20,0.379,B,2,Pointy,-0.5,2,-1
20,0.3875,P,2,Pointy,-0.5,3,0
21,0.7615,R,2,Pointy,-0.5,4,1
21,0.5925,O,2,Pointy,-0.5,5,2
21,0.334,Y,2,Pointy,-0.5,4,1
21,0.715,H,2,Pointy,-0.5,3,0
21,0.3045,G,2,Pointy,-0.5,2,-1
21,0.7635,C,2,Pointy,-0.5,1,-2
21,0.6815,B,2,Pointy,-0.5,2,-1
21,0.6235,P,2,Pointy,-0.5,3,0
22,0.425,R,2,Pointy,-0.5,4,1
22,0.5125,O,2,Pointy,-0.5,5,2
22,0.4735,Y,2,Pointy,-0.5,4,1
22,0.2185,H,2,Pointy,-0.5,3,0
22,0.463,G,2,Pointy,-0.5,2,-1
22,0.547,C,2,Pointy,-0.5,1,-2
22,0.36,B,2,Pointy,-0.5,2,-1
22,0.731,P,2,Pointy,-0.5,3,0
23,0.8955,R,2,Pointy,-0.5,4,1
23,0.7425,O,2,Pointy,-0.5,5,2
23,0.9015,Y,2,Pointy,-0.5,4,1
23,0.333,H,2,Pointy,-0.5,3,0
23,0.6315,G,2,Pointy,-0.5,2,-1
23,0.501,C,2,Pointy,-0.5,1,-2
23,0.336,B,2,Pointy,-0.5,2,-1
23,0.3685,P,2,Pointy,-0.5,3,0
24,0.0595,R,2,Pointy,-0.5,4,1
24,0.119,O,2,Pointy,-0.5,5,2
24,0.637,Y,2,Pointy,-0.5,4,1
24,0.5015,H,2,Pointy,-0.5,3,0
24,0.963,G,2,Pointy,-0.5,2,-1
24,0.8435,C,2,Pointy,-0.5,1,-2
24,0.618,B,2,Pointy,-0.5,2,-1
24,0.572,P,2,Pointy,-0.5,3,0
25,0.4895,R,2,Pointy,-0.5,4,1
25,0.5445,O,2,Pointy,-0.5,5,2
25,0.708,Y,2,Pointy,-0.5,4,1
25,0.4285,H,2,Pointy,-0.5,3,0
25,0.373,G,2,Pointy,-0.5,2,-1
25,0.4685,C,2,Pointy,-0.5,1,-2
25,0.5725,B,2,Pointy,-0.5,2,-1
25,0.615,P,2,Pointy,-0.5,3,0
26,0.6175,R,2,Pointy,-0.5,4,1
26,0.5745,O,2,Pointy,-0.5,5,2
26,0.573,Y,2,Pointy,-0.5,4,1
26,0.366,H,2,Pointy,-0.5,3,0
26,0.4295,G,2,Pointy,-0.5,2,-1
26,0.585,C,2,Pointy,-0.5,1,-2
26,0.5255,B,2,Pointy,-0.5,2,-1
26,0.599,P,2,Pointy,-0.5,3,0
27,0.5595,R,2,Pointy,-0.5,4,1
27,0.375,O,2,Pointy,-0.5,5,2
27,0.429,Y,2,Pointy,-0.5,4,1
27,0.56,H,2,Pointy,-0.5,3,0
27,0,G,2,Pointy,-0.5,2,-1
27,0.632,C,2,Pointy,-0.5,1,-2
27,0.29,B,2,Pointy,-0.5,2,-1
27,0.176,P,2,Pointy,-0.5,3,0
28,0.801,R,2,Pointy,-0.5,4,1
28,0.745,O,2,Pointy,-0.5,5,2
28,0.695,Y,2,Pointy,-0.5,4,1
