Subj,ShapeNameC,ShapeColorC,Condition,Trial,TrialBin,ResponseTime,bodyShape,Response,Correct,totalCorrect,NoticedColorStr,NoticedColorC
41,0.5,0.5,1,184,5,676,1,1,1,237,noticers,0.5
41,0.5,0.5,1,185,5,558,1,1,1,237,noticers,0.5
41,0.5,0.5,1,186,5,700,1,1,1,237,noticers,0.5
41,0.5,0.5,1,187,5,596,1,1,1,237,noticers,0.5
41,0.5,0.5,1,188,5,720,1,1,1,237,noticers,0.5
41,0.5,0.5,1,189,5,632,2,2,1,237,noticers,0.5
41,0.5,0.5,1,190,5,611,1,1,1,237,noticers,0.5
41,0.5,0.5,1,191,5,415,1,1,1,237,noticers,0.5
41,0.5,0.5,1,192,5,563,2,2,1,237,noticers,0.5
41,0.5,0.5,1,193,5,625,2,2,1,237,noticers,0.5
41,0.5,0.5,1,194,5,685,2,2,1,237,noticers,0.5
41,0.5,0.5,1,195,5,1158,1,1,1,237,noticers,0.5
41,0.5,0.5,1,196,5,795,2,2,1,237,noticers,0.5
41,0.5,0.5,1,197,5,1103,1,1,1,237,noticers,0.5
41,0.5,0.5,1,198,5,919,1,1,1,237,noticers,0.5
41,0.5,0.5,1,199,5,726,1,1,1,237,noticers,0.5
41,0.5,0.5,1,200,5,1549,2,2,1,237,noticers,0.5
41,0.5,0.5,1,201,6,542,1,1,1,237,noticers,0.5
41,0.5,0.5,1,202,6,493,1,1,1,237,noticers,0.5
41,0.5,0.5,1,203,6,413,2,2,1,237,noticers,0.5
41,0.5,0.5,1,204,6,529,2,2,1,237,noticers,0.5
41,0.5,0.5,1,205,6,464,2,2,1,237,noticers,0.5
41,0.5,0.5,1,206,6,546,1,1,1,237,noticers,0.5
41,0.5,0.5,1,207,6,737,1,1,1,237,noticers,0.5
41,0.5,0.5,1,208,6,520,1,1,1,237,noticers,0.5
41,0.5,0.5,1,209,6,583,2,2,1,237,noticers,0.5
41,0.5,0.5,1,210,6,468,2,2,1,237,noticers,0.5
41,0.5,0.5,1,211,6,438,1,1,1,237,noticers,0.5
41,0.5,0.5,1,212,6,648,2,2,1,237,noticers,0.5
41,0.5,0.5,1,213,6,1554,1,1,1,237,noticers,0.5
41,0.5,0.5,1,214,6,744,1,1,1,237,noticers,0.5
41,0.5,0.5,1,215,6,846,1,1,1,237,noticers,0.5
41,0.5,0.5,1,216,6,641,1,1,1,237,noticers,0.5
41,0.5,0.5,1,217,6,572,2,2,1,237,noticers,0.5
41,0.5,0.5,1,218,6,585,1,1,1,237,noticers,0.5
41,0.5,0.5,1,219,6,534,2,2,1,237,noticers,0.5
41,0.5,0.5,1,220,6,564,2,2,1,237,noticers,0.5
41,0.5,0.5,1,221,6,514,2,2,1,237,noticers,0.5
41,0.5,0.5,1,222,6,578,2,2,1,237,noticers,0.5
41,0.5,0.5,1,223,6,624,1,1,1,237,noticers,0.5
41,0.5,0.5,1,224,6,603,1,1,1,237,noticers,0.5
41,0.5,0.5,1,225,6,583,1,1,1,237,noticers,0.5
41,0.5,0.5,1,226,6,532,1,1,1,237,noticers,0.5
41,0.5,0.5,1,227,6,627,1,1,1,237,noticers,0.5
41,0.5,0.5,1,228,6,495,1,1,1,237,noticers,0.5
41,0.5,0.5,1,229,6,511,1,1,1,237,noticers,0.5
41,0.5,0.5,1,230,6,463,1,1,1,237,noticers,0.5
41,0.5,0.5,1,231,6,641,2,2,1,237,noticers,0.5
41,0.5,0.5,1,232,6,604,1,1,1,237,noticers,0.5
41,0.5,0.5,1,233,6,616,2,2,1,237,noticers,0.5
41,0.5,0.5,1,234,6,468,1,1,1,237,noticers,0.5
41,0.5,0.5,1,235,6,646,2,2,1,237,noticers,0.5
41,0.5,0.5,1,236,6,624,2,2,1,237,noticers,0.5
41,0.5,0.5,1,237,6,1371,2,2,1,237,noticers,0.5
41,0.5,0.5,1,238,6,503,1,1,1,237,noticers,0.5
41,0.5,0.5,1,239,6,600,1,1,1,237,noticers,0.5
41,0.5,0.5,1,240,6,596,2,2,1,237,noticers,0.5
42,0.5,-0.5,2,1,1,3360,2,1,0,235,non-noticers,-0.5
42,0.5,-0.5,2,2,1,1329,2,1,0,235,non-noticers,-0.5
42,0.5,-0.5,2,3,1,2852,2,1,0,235,non-noticers,-0.5
42,0.5,-0.5,2,4,1,1418,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,5,1,1433,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,6,1,1591,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,7,1,2798,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,8,1,2726,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,9,1,1201,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,10,1,1593,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,11,1,2081,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,12,1,1109,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,13,1,1072,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,14,1,941,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,15,1,799,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,16,1,2407,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,17,1,702,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,18,1,729,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,19,1,627,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,20,1,2418,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,21,1,1113,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,22,1,1541,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,23,1,1518,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,24,1,633,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,25,1,615,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,26,1,614,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,27,1,4181,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,28,1,919,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,29,1,745,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,30,1,1187,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,31,1,795,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,32,1,723,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,33,1,1822,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,34,1,1213,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,35,1,708,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,36,1,622,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,37,1,845,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,38,1,803,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,39,1,859,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,40,1,608,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,41,2,1837,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,42,2,955,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,43,2,733,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,44,2,583,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,45,2,631,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,46,2,565,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,47,2,711,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,48,2,769,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,49,2,746,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,50,2,1028,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,51,2,691,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,52,2,623,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,53,2,525,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,54,2,512,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,55,2,498,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,56,2,438,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,57,2,572,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,58,2,524,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,59,2,799,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,60,2,551,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,61,2,792,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,62,2,655,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,63,2,604,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,64,2,492,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,65,2,704,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,66,2,555,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,67,2,892,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,68,2,624,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,69,2,1374,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,70,2,575,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,71,2,1504,2,1,0,235,non-noticers,-0.5
42,0.5,-0.5,2,72,2,683,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,73,2,599,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,74,2,647,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,75,2,772,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,76,2,908,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,77,2,576,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,78,2,640,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,79,2,590,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,80,2,622,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,81,3,1496,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,82,3,596,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,83,3,756,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,84,3,990,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,85,3,638,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,86,3,1148,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,87,3,550,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,88,3,678,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,89,3,531,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,90,3,1814,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,91,3,725,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,92,3,848,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,93,3,598,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,94,3,1045,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,95,3,691,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,96,3,607,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,97,3,719,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,98,3,681,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,99,3,806,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,100,3,637,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,101,3,714,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,102,3,630,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,103,3,693,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,104,3,705,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,105,3,540,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,106,3,446,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,107,3,596,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,108,3,867,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,109,3,536,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,110,3,506,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,111,3,509,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,112,3,544,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,113,3,754,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,114,3,652,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,115,3,776,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,116,3,673,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,117,3,590,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,118,3,622,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,119,3,604,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,120,3,588,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,121,4,1199,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,122,4,519,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,123,4,617,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,124,4,952,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,125,4,537,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,126,4,651,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,127,4,553,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,128,4,665,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,129,4,726,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,130,4,608,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,131,4,576,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,132,4,609,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,133,4,720,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,134,4,475,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,135,4,622,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,136,4,605,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,137,4,1628,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,138,4,563,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,139,4,677,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,140,4,561,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,141,4,659,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,142,4,815,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,143,4,534,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,144,4,584,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,145,4,568,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,146,4,649,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,147,4,582,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,148,4,519,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,149,4,521,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,150,4,667,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,151,4,744,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,152,4,498,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,153,4,534,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,154,4,648,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,155,4,566,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,156,4,902,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,157,4,569,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,158,4,586,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,159,4,746,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,160,4,692,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,161,5,989,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,162,5,541,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,163,5,622,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,164,5,781,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,165,5,614,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,166,5,565,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,167,5,534,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,168,5,568,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,169,5,649,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,170,5,534,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,171,5,488,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,172,5,604,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,173,5,571,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,174,5,780,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,175,5,1349,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,176,5,583,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,177,5,550,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,178,5,631,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,179,5,710,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,180,5,545,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,181,5,531,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,182,5,550,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,183,5,551,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,184,5,456,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,185,5,557,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,186,5,478,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,187,5,947,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,188,5,693,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,189,5,593,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,190,5,545,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,191,5,562,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,192,5,532,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,193,5,566,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,194,5,855,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,195,5,524,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,196,5,543,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,197,5,545,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,198,5,514,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,199,5,565,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,200,5,582,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,201,6,687,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,202,6,571,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,203,6,571,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,204,6,667,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,205,6,568,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,206,6,585,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,207,6,521,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,208,6,539,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,209,6,525,2,1,0,235,non-noticers,-0.5
42,0.5,-0.5,2,210,6,2111,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,211,6,643,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,212,6,849,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,213,6,710,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,214,6,657,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,215,6,559,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,216,6,944,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,217,6,657,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,218,6,783,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,219,6,647,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,220,6,709,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,221,6,608,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,222,6,479,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,223,6,772,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,224,6,812,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,225,6,627,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,226,6,594,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,227,6,546,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,228,6,628,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,229,6,563,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,230,6,532,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,231,6,486,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,232,6,442,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,233,6,608,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,234,6,591,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,235,6,511,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,236,6,642,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,237,6,544,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,238,6,658,1,1,1,235,non-noticers,-0.5
42,0.5,-0.5,2,239,6,495,2,2,1,235,non-noticers,-0.5
42,0.5,-0.5,2,240,6,547,1,1,1,235,non-noticers,-0.5
43,-0.5,0.5,3,1,1,1121,2,2,0,233,non-noticers,-0.5
43,-0.5,0.5,3,2,1,1064,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,3,1,1042,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,4,1,812,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,5,1,704,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,6,1,807,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,7,1,539,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,8,1,586,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,9,1,807,2,2,0,233,non-noticers,-0.5
43,-0.5,0.5,3,10,1,1067,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,11,1,788,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,12,1,888,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,13,1,793,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,14,1,1116,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,15,1,724,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,16,1,667,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,17,1,884,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,18,1,693,1,1,0,233,non-noticers,-0.5
43,-0.5,0.5,3,19,1,909,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,20,1,733,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,21,1,611,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,22,1,591,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,23,1,572,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,24,1,553,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,25,1,567,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,26,1,725,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,27,1,636,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,28,1,775,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,29,1,971,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,30,1,696,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,31,1,689,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,32,1,1834,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,33,1,548,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,34,1,1314,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,35,1,658,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,36,1,764,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,37,1,785,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,38,1,1462,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,39,1,911,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,40,1,1823,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,41,2,649,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,42,2,867,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,43,2,804,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,44,2,583,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,45,2,628,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,46,2,512,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,47,2,560,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,48,2,782,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,49,2,707,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,50,2,1259,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,51,2,557,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,52,2,1770,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,53,2,775,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,54,2,828,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,55,2,1215,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,56,2,723,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,57,2,1258,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,58,2,1100,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,59,2,499,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,60,2,1043,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,61,2,670,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,62,2,1015,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,63,2,787,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,64,2,1543,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,65,2,733,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,66,2,691,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,67,2,828,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,68,2,479,1,2,1,233,non-noticers,-0.5
43,-0.5,0.5,3,69,2,673,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,70,2,1466,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,71,2,803,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,72,2,727,2,1,1,233,non-noticers,-0.5
43,-0.5,0.5,3,73,2,911,1,2,1,233,non-noticers,-0.5
