Subj,Ratings,ColorID,ColorProtoF,ProtoStr,ProtoC,Name,NameC,ColorWarmnessC,FreqInFreqStr,FreqInFreqC,Freq,TypicalityStr,TypicalityC,NoticedColorStr,NoticedColorC,ExposureStr,ExposureC,deltaE
18396,0.21,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
18421,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
18469,0.49625,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
18476,0.00375,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
18491,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
18502,0.5525,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
18514,0.5,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
18612,0.455,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
18671,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
18863,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
19050,0.4825,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
19059,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
19111,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
19220,0.48,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
19453,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
19549,0.00125,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
19593,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
19615,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
19632,0.51875,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
19668,0.01375,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
10133,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
10420,0.0375,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
10453,0.16375,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
10492,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
10528,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
10567,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
10656,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
10785,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
10811,0.265,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
10889,0.17625,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
10897,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
10970,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
10988,0.2675,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
11056,0.005,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
11270,0.7,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
11327,0.83875,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
11343,0.50875,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
11373,0.7625,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
11482,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
11498,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
11514,0.35,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
11548,0.29125,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
11586,0.84625,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
11640,0.4575,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
11657,0.07875,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
11712,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
11771,0.0025,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
11798,0.4525,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
11826,0.11375,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
11900,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
11917,0.4325,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
11938,0.5075,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
11988,0.13375,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
12132,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
12166,0.13625,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
12364,0.4825,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
12549,0.74875,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
12568,0.4075,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
12642,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
12729,0.0025,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
12773,0.01,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
12786,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
12852,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
13316,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
13364,0.575,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
13376,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
13382,0.60125,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
13420,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
13500,0.58625,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
13545,1,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
13702,0.5975,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
13851,0.3075,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
13937,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
14018,0.005,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
14085,0.00875,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
14155,0.1925,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
14160,0.01375,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
14225,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
14244,0.005,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
14326,0.46625,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
14332,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
14545,0.75375,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
14663,0.50625,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
14845,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
14903,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
15302,0.9375,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
15378,0.24375,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
15396,0,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
15524,0.525,White,White,Achr,0,Filk,0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
10133,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
10420,0.0925,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
10453,0.015,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
10492,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
10528,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
10567,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
10656,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
10785,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
10811,0.34625,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
10889,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
10897,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
10970,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
10988,0.28125,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
11056,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
11270,0.60375,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
11327,0.045,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
11343,0.2675,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
11373,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
11482,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
11498,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
11514,0.22875,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
11548,0.30375,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
11586,0.6925,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
11640,0.115,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
11657,0.21125,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
11712,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
11771,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
11798,0.60125,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
11826,0.14,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
11900,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
11917,0.58125,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
11938,0.5025,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
11988,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
12132,0.01125,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
12166,0.05625,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
12364,0.4825,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
12549,0.21875,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
12568,0.7075,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
12642,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
12729,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
12773,0.00125,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
12786,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
12852,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
13316,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
13364,0.555,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
13376,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
13382,0.30375,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
13420,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
13500,0.16375,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
13545,0.0375,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
13702,0.24875,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
13851,0.24125,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
13937,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
14018,0.00125,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
14085,0.2675,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
14155,0.1225,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
14160,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
14225,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
14244,0.025,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
14326,0.445,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
14332,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
14545,0.30125,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
14663,0.39,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
14845,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
14903,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
15302,0.5325,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
15378,0.32625,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
15396,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
15524,0.49875,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
15562,0.19375,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
15731,0.56625,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
15738,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
15767,0.08875,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
15838,0.025,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
15842,0.2675,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
16113,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
16142,0.00625,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
16242,0.5,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
16304,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
16379,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
16386,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
16739,1,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
16837,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
16894,0.27125,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
16970,1,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
16973,0.02375,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
17006,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
17031,0.06125,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
17096,0.53125,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
17288,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
17433,0.0725,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
17551,0.0875,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
17613,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
17788,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
17817,0.7875,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
17919,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
17939,0.60625,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
18034,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
18165,0.01875,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
18215,0.38875,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
18340,0.67125,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
18384,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
18396,0.21,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
18421,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
18469,0.34875,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
18476,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
18491,0.01375,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
18502,0.1025,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
18514,0.665,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
18612,0.34125,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
18671,0.04625,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
18863,0.5375,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
19050,0.47,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Noticers,0.5,UnseenAch,0,60
19059,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
19111,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Noticers,0.5,UnseenAch,0,60
19220,0.44375,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw NP,-0.5,Non-noticers,-0.5,UnseenAch,0,60
19453,0,White,White,Achr,0,Slub,-0.5,0,Achr,0,0,Saw P,0.5,Non-noticers,-0.5,UnseenAch,0,60
